text,label,sentiment,new_sentiment
No..its ful of song lyrics..,1,neutral,negativo
"What do u reckon as need 2 arrange transport if u can't do it, thanks",3,informal,positivo
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,1,neutral,negativo
Shopping? Eh ger i toking abt syd leh...Haha,3,informal,negativo
What not under standing.,1,neutral,negativo
have * good weekend.,4,compliment,positivo
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,4,compliment,positivo
Call me when you get the chance plz &lt;3,2,positive,positivo
The new deus ex game comin early next yr,1,neutral,negativo
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0,negative,negativo
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",3,informal,negativo
Probably a couple hours tops,2,positive,positivo
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",3,informal,positivo
Man this bus is so so so slow. I think you're gonna get there before me,3,informal,negativo
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,2,positive,positivo
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",2,positive,negativo
Ok,2,positive,positivo
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",0,negative,negativo
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",0,negative,negativo
Nvm take ur time.,3,informal,negativo
So wat's da decision?,1,neutral,negativo
Wot is u up 2 then bitch?,3,informal,negativo
Stupid.its not possible,1,neutral,negativo
She told to hr that he want posting in chennai:)because i'm working here:),1,neutral,negativo
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,0,negative,negativo
When are you guys leaving?,1,neutral,negativo
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,0,negative,negativo
Not able to do anything.,1,neutral,negativo
Ü takin linear algebra today?,1,neutral,negativo
This weekend is fine (an excuse not to do too much decorating),2,positive,positivo
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",2,positive,positivo
Now project pa. After that only i can come.,1,neutral,negativo
Money i have won wining number 946 wot do i do next,0,negative,negativo
"Sure, whenever you show the fuck up &gt;:(",1,neutral,negativo
That was random saw my old roomate on campus. He graduated,1,neutral,negativo
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",0,negative,negativo
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",2,positive,positivo
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0,negative,negativo
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",4,compliment,negativo
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,2,positive,positivo
Hi good mornin.. Thanku wish u d same..,4,compliment,positivo
DO U WANT 2 MEET UP 2MORRO,3,informal,positivo
Actually I decided I was too hungry so I haven't left yet :V,1,neutral,negativo
I've sent ü my part..,1,neutral,positivo
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,1,neutral,negativo
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",0,negative,negativo
Understand. his loss is my gain :) so do you work? School?,2,positive,negativo
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,3,informal,negativo
"Hiya, probably coming home * weekend after next",1,neutral,positivo
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,4,compliment,positivo
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,4,compliment,positivo
Ok both our days. So what are you making for dinner tonite? Am I invited?,2,positive,positivo
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,0,negative,negativo
I have no money 4 steve mate! !,0,negative,negativo
IM LATE TELLMISS IM ON MY WAY,1,neutral,negativo
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,4,compliment,positivo
Normally i use to drink more water daily:),1,neutral,negativo
Dare i ask... Any luck with sorting out the car?,2,positive,negativo
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",1,neutral,negativo
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",4,compliment,positivo
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,3,informal,negativo
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,0,negative,negativo
I've been trying to reach him without success,2,positive,negativo
when you and derek done with class?,1,neutral,negativo
Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,1,neutral,negativo
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,3,informal,negativo
Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,3,informal,positivo
Hope you are having a good week. Just checking in,4,compliment,positivo
"Haha, my friend tyler literally just asked if you could get him a dubsack",3,informal,negativo
"""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x""",4,compliment,negativo
Great. Have a safe trip. Dont panic surrender all.,4,compliment,positivo
"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",4,compliment,positivo
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,3,informal,negativo
Try to do something dear. You read something for exams,2,positive,negativo
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",4,compliment,positivo
Gettin rdy to ship comp,1,neutral,negativo
I am in hospital da. . I will return home in evening,1,neutral,negativo
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),3,informal,negativo
Think + da. You wil do.,1,neutral,positivo
I'm awake oh. What's up.,1,neutral,positivo
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,4,compliment,positivo
How much u trying to get?,3,informal,negativo
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",1,neutral,negativo
Tell me again what your address is,1,neutral,negativo
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",3,informal,negativo
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,2,positive,negativo
But you were together so you should be thinkin about him,1,neutral,negativo
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,4,compliment,positivo
At WHAT TIME should i come tomorrow,1,neutral,negativo
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,0,negative,negativo
"""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE """,4,compliment,positivo
Omg how did u know what I ate?,3,informal,negativo
"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""",0,negative,negativo
:( but your not here....,1,neutral,negativo
Not directly behind... Abt 4 rows behind ü...,1,neutral,negativo
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,0,negative,positivo
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",0,negative,negativo
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0,negative,negativo
No plans yet. What are you doing ?,1,neutral,negativo
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,3,informal,negativo
Not course. Only maths one day one chapter with in one month we can finish.,1,neutral,negativo
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),3,informal,negativo
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,negative,negativo
Noooooooo please. Last thing I need is stress. For once in your life be fair.,1,neutral,positivo
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,0,negative,negativo
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",0,negative,negativo
"I'll see if I can swing by in a bit, got some things to take care of here firsg",2,positive,positivo
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),4,compliment,positivo
Have you not finished work yet or something?,1,neutral,negativo
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,3,informal,negativo
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,0,negative,negativo
Right it wasnt you who phoned it was someone with a number like yours!,2,positive,negativo
It's ok i wun b angry. Msg u aft i come home tonight.,3,informal,positivo
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,4,compliment,positivo
Yo sorry was in the shower sup,3,informal,negativo
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",1,neutral,positivo
Full heat pa:-) i have applyed oil pa.,1,neutral,negativo
I'm stuck in da middle of da row on da right hand side of da lt...,1,neutral,negativo
Have you laid your airtel line to rest?,1,neutral,negativo
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,3,informal,negativo
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,0,negative,negativo
"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""",3,informal,negativo
And I don't plan on staying the night but I prolly won't be back til late,1,neutral,negativo
THANX 4 PUTTIN DA FONE DOWN ON ME!!,3,informal,negativo
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",1,neutral,negativo
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",3,informal,negativo
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,3,informal,negativo
We live in the next  &lt;#&gt; mins,1,neutral,negativo
Y de asking like this.,2,positive,positivo
Just glad to be talking to you.,2,positive,positivo
Wat time ü finish?,1,neutral,negativo
Sorry da. I gone mad so many pending works what to do.,0,negative,negativo
How much you got for cleaning,1,neutral,negativo
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,3,informal,negativo
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,0,negative,positivo
Ü called dad oredi...,1,neutral,negativo
Good. do you think you could send me some pix? I would love to see your top and bottom...,4,compliment,positivo
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,1,neutral,negativo
"Sorry, I'll call later In meeting.",1,neutral,negativo
THIS IS A LONG FUCKIN SHOWR,1,neutral,negativo
"Received, understood n acted upon!",3,informal,positivo
They finally came to fix the ceiling.,1,neutral,negativo
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",3,informal,negativo
Jus finish blowing my hair. U finish dinner already?,3,informal,negativo
I'm on the bus. Love you,4,compliment,positivo
Lol ... I knew that .... I saw him in the dollar store,3,informal,negativo
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,0,negative,negativo
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,0,negative,negativo
Only saturday and sunday holiday so its very difficult:),2,positive,negativo
Everybody had fun this evening. Miss you.,2,positive,positivo
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,negative,negativo
"I'm in a meeting, call me later at",1,neutral,positivo
Oh wow thats gay. Will firmware update help,2,positive,negativo
These won't do. Have to move on to morphine,1,neutral,negativo
How come i din c ü... Yup i cut my hair...,1,neutral,negativo
K k pa Had your lunch aha.,1,neutral,negativo
Oh ho. Is this the first time u use these type of words,3,informal,negativo
Captain vijaykanth is doing comedy in captain tv..he is drunken :),2,positive,negativo
Of course. I guess god's just got me on hold right now.,1,neutral,positivo
Do you hide anythiing or keeping distance from me,1,neutral,negativo
Havent.,1,neutral,negativo
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,0,negative,negativo
Sorry i din lock my keypad.,1,neutral,negativo
Did u got that persons story,3,informal,negativo
Are you planning to come chennai?,1,neutral,positivo
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,0,negative,negativo
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,3,informal,negativo
We are okay. Going to sleep now. Later,2,positive,positivo
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",2,positive,negativo
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,1,neutral,negativo
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,0,negative,positivo
Where r e meeting tmr?,3,informal,negativo
Lol yes. But it will add some spice to your day.,3,informal,positivo
Hope you are having a great day.,4,compliment,positivo
Our Prasanth ettans mother passed away last night. Just pray for her and family.,2,positive,negativo
"K, I'll work something out",1,neutral,positivo
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,0,negative,negativo
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,1,neutral,negativo
I cant pick the phone right now. Pls send a message,1,neutral,negativo
You call him and tell now infront of them. Call him now.,1,neutral,positivo
Ok no prob...,2,positive,negativo
Ladies first and genus second k .,1,neutral,positivo
No. Yes please. Been swimming?,2,positive,negativo
Mum not going robinson already.,1,neutral,negativo
Ok set let u noe e details later...,3,informal,negativo
Not..tel software name..,1,neutral,negativo
I send the print  outs da.,1,neutral,negativo
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,1,neutral,negativo
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",2,positive,negativo
"I didnt get ur full msg..sometext is missing, send it again",3,informal,negativo
"Probably not, I'm almost out of gas and I get some cash tomorrow",0,negative,negativo
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",0,negative,negativo
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,1,neutral,negativo
I'm leaving my house now.,1,neutral,negativo
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",0,negative,negativo
Ü ready then call me...,2,positive,negativo
Wewa is 130. Iriver 255. All 128 mb.,1,neutral,negativo
It is a good thing I'm now getting the connection to bw,4,compliment,positivo
Sry da..jst nw only i came to home..,1,neutral,negativo
"That's cool he'll be here all night, lemme know when you're around",2,positive,positivo
Are you staying in town ?,1,neutral,negativo
"Haha yeah, 2 oz is kind of a shitload",3,informal,negativo
Ok u can take me shopping when u get paid =D,3,informal,positivo
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,negative,positivo
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",2,positive,positivo
But pls dont play in others life.,1,neutral,negativo
Eatin my lunch...,1,neutral,positivo
Hmmm.but you should give it on one day..,1,neutral,positivo
"Didn't try, g and I decided not to head out",1,neutral,negativo
Ok no prob,2,positive,negativo
Surly ill give it to you:-) while coming to review.,0,negative,negativo
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",1,neutral,negativo
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,2,positive,positivo
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,1,neutral,negativo
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",0,negative,negativo
A guy who gets used but is too dumb to realize it.,0,negative,negativo
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",1,neutral,negativo
Don no da:)whats you plan?,1,neutral,negativo
Yes fine,2,positive,positivo
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",0,negative,positivo
I liked the new mobile,2,positive,positivo
Anytime...,1,neutral,positivo
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,4,compliment,positivo
Yar but they say got some error.,0,negative,negativo
Hey anyway i have to :-),3,informal,positivo
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,2,positive,positivo
Wif my family booking tour package.,1,neutral,negativo
"Did you say bold, then torch later. Or one torch and 2bold?",2,positive,negativo
"Haha awesome, I might need to take you up on that, what you doin tonight?",4,compliment,positivo
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),4,compliment,positivo
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,3,informal,negativo
Thats cool princess! I will cover your face in hot sticky cum :),2,positive,positivo
Big brother‘s really scraped the barrel with this shower of social misfits,1,neutral,negativo
Oops i thk i dun haf enuff... I go check then tell ü..,1,neutral,negativo
S:)8 min to go for lunch:),1,neutral,negativo
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",4,compliment,negativo
"K will do, addie &amp; I are doing some art so I'll be here when you get home",1,neutral,positivo
My uncles in Atlanta. Wish you guys a great semester.,4,compliment,positivo
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",3,informal,negativo
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,2,positive,negativo
"Yup. Anything lor, if u dun wan it's ok...",3,informal,positivo
"I'm home, my love ... If your still awake ... *loving kiss*",4,compliment,positivo
HELLO PEACH! MY CAKE TASTS LUSH!,3,informal,positivo
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",0,negative,negativo
"There'll be a minor shindig at my place later tonight, you interested?",2,positive,positivo
Jason says it's cool if we pick some up from his place in like an hour,2,positive,positivo
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",0,negative,negativo
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,negative,negativo
I've reached already.,1,neutral,positivo
I dont know ask to my brother. Nothing problem some thing that. Just i told .,2,positive,negativo
K:)eng rocking in ashes:),1,neutral,negativo
Wat time r ü going to xin's hostel?,3,informal,negativo
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,4,compliment,positivo
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,0,negative,negativo
Oh k:)after that placement there ah?,1,neutral,negativo
"Not for possession, especially not first offense",1,neutral,positivo
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0,negative,negativo
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,3,informal,negativo
We have pizza if u want,3,informal,positivo
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",0,negative,positivo
Many more happy returns of the day. I wish you happy birthday.,2,positive,positivo
Ya very nice. . .be ready on thursday,2,positive,positivo
I am in hospital da. . I will return home in evening,1,neutral,negativo
"""Thinking of u ;) x""",3,informal,positivo
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,0,negative,negativo
Orh i tot u say she now still dun believe.,3,informal,negativo
"When you just put in the + sign, choose my number and the pin will show. Right?",1,neutral,negativo
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,4,compliment,positivo
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,3,informal,positivo
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",2,positive,negativo
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,0,negative,negativo
Well boy am I glad G wasted all night at applebees for nothing,2,positive,negativo
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,0,negative,positivo
Ok lor... Or u wan me go look 4 u?,3,informal,negativo
U wan 2 haf lunch i'm in da canteen now.,3,informal,negativo
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,3,informal,positivo
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",3,informal,negativo
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,0,negative,negativo
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,0,negative,negativo
I'm home. Doc gave me pain meds says everything is fine.,2,positive,positivo
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,negative,negativo
Me too! Have a lovely night xxx,3,informal,positivo
Prepare to be pleasured :),2,positive,positivo
Hi.:)technical support.providing assistance to us customer through call and email:),3,informal,positivo
if you text on your way to cup stop that should work. And that should be BUS,1,neutral,negativo
Whens your radio show?,1,neutral,negativo
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,0,negative,negativo
I'm not sure if its still available though,1,neutral,negativo
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,3,informal,positivo
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,3,informal,negativo
Hi..i got the money da:),0,negative,positivo
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,negative,positivo
Ok then u tell me wat time u coming later lor.,3,informal,negativo
U repeat e instructions again. Wat's e road name of ur house?,3,informal,negativo
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",2,positive,negativo
Quite lor. But dun tell him wait he get complacent...,1,neutral,negativo
Sorry completely forgot * will pop em round this week if your still here?,1,neutral,negativo
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,3,informal,positivo
O we cant see if we can join denis and mina? Or does denis want alone time,1,neutral,negativo
Sen told that he is going to join his uncle finance in cbe,1,neutral,positivo
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,3,informal,positivo
"Call me, i am senthil from hsbc.",1,neutral,negativo
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",3,informal,negativo
Indeed and by the way it was either or - not both !,1,neutral,negativo
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",0,negative,negativo
Holy living christ what is taking you so long,1,neutral,negativo
Ü thk of wat to eat tonight.,1,neutral,negativo
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",2,positive,positivo
We're on the opposite side from where we dropped you off,1,neutral,negativo
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,1,neutral,negativo
Send me your resume:-),1,neutral,negativo
Gd luck 4 ur exams :-),3,informal,negativo
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,3,informal,positivo
Sorry that was my uncle. I.ll keep in touch,1,neutral,positivo
Saw Guys and Dolls last night with Patrick Swayze it was great,4,compliment,positivo
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,0,negative,negativo
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,0,negative,negativo
Just come home. I don't want u to be miserable,3,informal,positivo
I dont know why she.s not getting your messages,1,neutral,negativo
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",3,informal,negativo
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,negative,negativo
Reverse is cheating. That is not mathematics.,0,negative,negativo
How do you plan to manage that,1,neutral,positivo
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",1,neutral,negativo
Sorry for the delay. Yes masters,1,neutral,negativo
Call me when u finish then i come n pick u.,3,informal,negativo
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,0,negative,negativo
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,4,compliment,positivo
